date,crop_name,region,demand_kg
2024-03-23,carrot,Tenkasi,249.5
2024-03-23,cabbage,Tirunelveli,239.1
2024-03-23,cabbage,Madurai,243.5
2024-03-23,cabbage,Nagercoil,305.4
2024-03-23,cabbage,Tuticorin,252.9
2024-03-23,cabbage,Tenkasi,210.3
2024-03-23,potato,Tirunelveli,370.9
2024-03-23,potato,Madurai,428.6
2024-03-23,potato,Nagercoil,463.7
2024-03-23,potato,Tuticorin,408.4
2024-03-23,potato,Tenkasi,407.2
2024-03-23,beans,Tirunelveli,215.6
2024-03-23,beans,Madurai,191.0
2024-03-23,beans,Nagercoil,156.1
2024-03-23,beans,Tuticorin,227.7
2024-03-23,beans,Tenkasi,194.7
2024-03-23,okra,Tirunelveli,324.6
2024-03-23,okra,Madurai,288.4
2024-03-23,okra,Nagercoil,306.0
2024-03-23,okra,Tuticorin,320.7
2024-03-23,okra,Tenkasi,325.0
2024-03-24,tomato,Tirunelveli,556.7
2024-03-24,tomato,Madurai,555.7
2024-03-24,tomato,Nagercoil,564.4
2024-03-24,tomato,Tuticorin,561.3
2024-03-24,tomato,Tenkasi,526.2
2024-03-24,brinjal,Tirunelveli,319.6
2024-03-24,brinjal,Madurai,302.8
2024-03-24,brinjal,Nagercoil,360.3
2024-03-24,brinjal,Tuticorin,337.1
2024-03-24,brinjal,Tenkasi,361.4
2024-03-24,onion,Tirunelveli,491.1
2024-03-24,onion,Madurai,463.0
2024-03-24,onion,Nagercoil,480.6
2024-03-24,onion,Tuticorin,473.9
2024-03-24,onion,Tenkasi,470.8
2024-03-24,carrot,Tirunelveli,294.3
2024-03-24,carrot,Madurai,326.2
2024-03-24,carrot,Nagercoil,298.3
2024-03-24,carrot,Tuticorin,275.5
2024-03-24,carrot,Tenkasi,301.2
2024-03-24,cabbage,Tirunelveli,282.7
2024-03-24,cabbage,Madurai,220.6
2024-03-24,cabbage,Nagercoil,272.9
2024-03-24,cabbage,Tuticorin,263.8
2024-03-24,cabbage,Tenkasi,272.2
2024-03-24,potato,Tirunelveli,430.3
2024-03-24,potato,Madurai,409.4
2024-03-24,potato,Nagercoil,454.7
2024-03-24,potato,Tuticorin,420.8
2024-03-24,potato,Tenkasi,405.3
2024-03-24,beans,Tirunelveli,217.1
2024-03-24,beans,Madurai,226.4
2024-03-24,beans,Nagercoil,208.9
2024-03-24,beans,Tuticorin,214.9
2024-03-24,beans,Tenkasi,208.8
2024-03-24,okra,Tirunelveli,290.4
2024-03-24,okra,Madurai,287.2
2024-03-24,okra,Nagercoil,275.5
2024-03-24,okra,Tuticorin,334.0
2024-03-24,okra,Tenkasi,299.1
2024-03-25,tomato,Tirunelveli,411.4
2024-03-25,tomato,Madurai,487.9
2024-03-25,tomato,Nagercoil,487.5
2024-03-25,tomato,Tuticorin,442.7
2024-03-25,tomato,Tenkasi,463.4
2024-03-25,brinjal,Tirunelveli,282.5
2024-03-25,brinjal,Madurai,285.2
2024-03-25,brinjal,Nagercoil,324.3
2024-03-25,brinjal,Tuticorin,297.0
2024-03-25,brinjal,Tenkasi,291.5
2024-03-25,onion,Tirunelveli,442.4
2024-03-25,onion,Madurai,429.9
2024-03-25,onion,Nagercoil,385.2
2024-03-25,onion,Tuticorin,407.7
2024-03-25,onion,Tenkasi,426.4
2024-03-25,carrot,Tirunelveli,221.3
2024-03-25,carrot,Madurai,280.6
2024-03-25,carrot,Nagercoil,242.3
2024-03-25,carrot,Tuticorin,224.9
2024-03-25,carrot,Tenkasi,217.5
2024-03-25,cabbage,Tirunelveli,234.6
2024-03-25,cabbage,Madurai,203.0
2024-03-25,cabbage,Nagercoil,223.6
2024-03-25,cabbage,Tuticorin,193.0
2024-03-25,cabbage,Tenkasi,217.4
2024-03-25,potato,Tirunelveli,347.3
2024-03-25,potato,Madurai,353.7
2024-03-25,potato,Nagercoil,344.1
2024-03-25,potato,Tuticorin,380.5
2024-03-25,potato,Tenkasi,350.2
2024-03-25,beans,Tirunelveli,177.1
2024-03-25,beans,Madurai,178.1
2024-03-25,beans,Nagercoil,212.2
2024-03-25,beans,Tuticorin,197.8
2024-03-25,beans,Tenkasi,195.8
2024-03-25,okra,Tirunelveli,232.4
2024-03-25,okra,Madurai,250.9
2024-03-25,okra,Nagercoil,287.8
2024-03-25,okra,Tuticorin,240.6
2024-03-25,okra,Tenkasi,265.7
2024-03-26,tomato,Tirunelveli,458.7
2024-03-26,tomato,Madurai,460.7
2024-03-26,tomato,Nagercoil,513.6
2024-03-26,tomato,Tuticorin,494.4
2024-03-26,tomato,Tenkasi,499.7
2024-03-26,brinjal,Tirunelveli,315.7
2024-03-26,brinjal,Madurai,297.2
2024-03-26,brinjal,Nagercoil,286.2
2024-03-26,brinjal,Tuticorin,292.0
2024-03-26,brinjal,Tenkasi,296.2
2024-03-26,onion,Tirunelveli,455.5
2024-03-26,onion,Madurai,393.3
2024-03-26,onion,Nagercoil,408.9
2024-03-26,onion,Tuticorin,401.7
2024-03-26,onion,Tenkasi,441.1
2024-03-26,carrot,Tirunelveli,277.1
2024-03-26,carrot,Madurai,246.2
2024-03-26,carrot,Nagercoil,247.8
2024-03-26,carrot,Tuticorin,241.8
2024-03-26,carrot,Tenkasi,248.7
2024-03-26,cabbage,Tirunelveli,231.5
2024-03-26,cabbage,Madurai,224.5
2024-03-26,cabbage,Nagercoil,226.0
2024-03-26,cabbage,Tuticorin,231.5
2024-03-26,cabbage,Tenkasi,180.4
2024-03-26,potato,Tirunelveli,360.0
2024-03-26,potato,Madurai,366.1
2024-03-26,potato,Nagercoil,368.3
2024-03-26,potato,Tuticorin,356.6
2024-03-26,potato,Tenkasi,363.2
2024-03-26,beans,Tirunelveli,165.6
2024-03-26,beans,Madurai,144.5
2024-03-26,beans,Nagercoil,199.7
2024-03-26,beans,Tuticorin,157.3
2024-03-26,beans,Tenkasi,176.8
2024-03-26,okra,Tirunelveli,249.0
2024-03-26,okra,Madurai,295.7
2024-03-26,okra,Nagercoil,262.4
2024-03-26,okra,Tuticorin,257.8
2024-03-26,okra,Tenkasi,279.0
2024-03-27,tomato,Tirunelveli,523.1
2024-03-27,tomato,Madurai,488.1
2024-03-27,tomato,Nagercoil,472.5
2024-03-27,tomato,Tuticorin,493.9
2024-03-27,tomato,Tenkasi,448.5
2024-03-27,brinjal,Tirunelveli,300.9
2024-03-27,brinjal,Madurai,339.9
2024-03-27,brinjal,Nagercoil,303.2
2024-03-27,brinjal,Tuticorin,302.2
2024-03-27,brinjal,Tenkasi,300.4
2024-03-27,onion,Tirunelveli,412.1
2024-03-27,onion,Madurai,426.3
2024-03-27,onion,Nagercoil,435.5
2024-03-27,onion,Tuticorin,413.4
2024-03-27,onion,Tenkasi,370.2
2024-03-27,carrot,Tirunelveli,249.3
2024-03-27,carrot,Madurai,282.7
2024-03-27,carrot,Nagercoil,232.5
2024-03-27,carrot,Tuticorin,210.6
2024-03-27,carrot,Tenkasi,253.5
2024-03-27,cabbage,Tirunelveli,250.9
2024-03-27,cabbage,Madurai,226.6
2024-03-27,cabbage,Nagercoil,250.5
2024-03-27,cabbage,Tuticorin,231.9
2024-03-27,cabbage,Tenkasi,230.1
2024-03-27,potato,Tirunelveli,349.6
2024-03-27,potato,Madurai,365.7
2024-03-27,potato,Nagercoil,359.4
2024-03-27,potato,Tuticorin,358.7
2024-03-27,potato,Tenkasi,354.9
2024-03-27,beans,Tirunelveli,184.5
2024-03-27,beans,Madurai,154.1
2024-03-27,beans,Nagercoil,196.2
2024-03-27,beans,Tuticorin,162.4
2024-03-27,beans,Tenkasi,175.0
2024-03-27,okra,Tirunelveli,270.6
2024-03-27,okra,Madurai,245.5
2024-03-27,okra,Nagercoil,224.7
2024-03-27,okra,Tuticorin,256.3
2024-03-27,okra,Tenkasi,235.4
2024-03-28,tomato,Tirunelveli,494.2
2024-03-28,tomato,Madurai,456.9
2024-03-28,tomato,Nagercoil,509.7
2024-03-28,tomato,Tuticorin,479.9
2024-03-28,tomato,Tenkasi,481.2
2024-03-28,brinjal,Tirunelveli,260.4
2024-03-28,brinjal,Madurai,302.9
2024-03-28,brinjal,Nagercoil,298.4
2024-03-28,brinjal,Tuticorin,274.0
2024-03-28,brinjal,Tenkasi,301.7
2024-03-28,onion,Tirunelveli,412.0
2024-03-28,onion,Madurai,415.7
2024-03-28,onion,Nagercoil,420.5
2024-03-28,onion,Tuticorin,410.6
2024-03-28,onion,Tenkasi,424.9
2024-03-28,carrot,Tirunelveli,238.3
2024-03-28,carrot,Madurai,249.5
2024-03-28,carrot,Nagercoil,229.4
2024-03-28,carrot,Tuticorin,218.7
2024-03-28,carrot,Tenkasi,225.8
2024-03-28,cabbage,Tirunelveli,244.9
2024-03-28,cabbage,Madurai,235.1
2024-03-28,cabbage,Nagercoil,240.3
2024-03-28,cabbage,Tuticorin,241.7
2024-03-28,cabbage,Tenkasi,206.7
2024-03-28,potato,Tirunelveli,365.9
2024-03-28,potato,Madurai,361.5
2024-03-28,potato,Nagercoil,373.2
2024-03-28,potato,Tuticorin,354.2
2024-03-28,potato,Tenkasi,361.9
2024-03-28,beans,Tirunelveli,181.4
2024-03-28,beans,Madurai,190.6
2024-03-28,beans,Nagercoil,193.1
2024-03-28,beans,Tuticorin,181.9
2024-03-28,beans,Tenkasi,182.5
2024-03-28,okra,Tirunelveli,268.5
2024-03-28,okra,Madurai,296.9
2024-03-28,okra,Nagercoil,229.4
2024-03-28,okra,Tuticorin,244.6
2024-03-28,okra,Tenkasi,277.5
2024-03-29,tomato,Tirunelveli,485.4
2024-03-29,tomato,Madurai,485.3
2024-03-29,tomato,Nagercoil,493.3
2024-03-29,tomato,Tuticorin,484.3
2024-03-29,tomato,Tenkasi,468.8
2024-03-29,brinjal,Tirunelveli,312.6
2024-03-29,brinjal,Madurai,300.4
2024-03-29,brinjal,Nagercoil,291.0
2024-03-29,brinjal,Tuticorin,313.8
2024-03-29,brinjal,Tenkasi,313.0
2024-03-29,onion,Tirunelveli,424.3
2024-03-29,onion,Madurai,454.3
2024-03-29,onion,Nagercoil,446.5
2024-03-29,onion,Tuticorin,440.0
2024-03-29,onion,Tenkasi,471.3
2024-03-29,carrot,Tirunelveli,237.1
2024-03-29,carrot,Madurai,230.7
2024-03-29,carrot,Nagercoil,257.2
2024-03-29,carrot,Tuticorin,234.9
2024-03-29,carrot,Tenkasi,240.2
2024-03-29,cabbage,Tirunelveli,196.3
2024-03-29,cabbage,Madurai,228.1
2024-03-29,cabbage,Nagercoil,186.6
2024-03-29,cabbage,Tuticorin,214.1
2024-03-29,cabbage,Tenkasi,215.7
2024-03-29,potato,Tirunelveli,351.3
2024-03-29,potato,Madurai,324.9
2024-03-29,potato,Nagercoil,324.7
2024-03-29,potato,Tuticorin,345.1
2024-03-29,potato,Tenkasi,370.8
2024-03-29,beans,Tirunelveli,185.8
2024-03-29,beans,Madurai,179.7
2024-03-29,beans,Nagercoil,162.3
2024-03-29,beans,Tuticorin,186.8
2024-03-29,beans,Tenkasi,144.0
2024-03-29,okra,Tirunelveli,216.1
2024-03-29,okra,Madurai,259.1
2024-03-29,okra,Nagercoil,253.1
2024-03-29,okra,Tuticorin,284.3
2024-03-29,okra,Tenkasi,267.2
2024-03-30,tomato,Tirunelveli,585.0
2024-03-30,tomato,Madurai,541.0
2024-03-30,tomato,Nagercoil,561.7
2024-03-30,tomato,Tuticorin,547.0
2024-03-30,tomato,Tenkasi,579.6
2024-03-30,brinjal,Tirunelveli,340.9
2024-03-30,brinjal,Madurai,362.1
2024-03-30,brinjal,Nagercoil,323.4
2024-03-30,brinjal,Tuticorin,336.7
2024-03-30,brinjal,Tenkasi,343.3
2024-03-30,onion,Tirunelveli,508.3
2024-03-30,onion,Madurai,439.1
2024-03-30,onion,Nagercoil,476.3
2024-03-30,onion,Tuticorin,475.7
2024-03-30,onion,Tenkasi,441.5
2024-03-30,carrot,Tirunelveli,266.7
2024-03-30,carrot,Madurai,245.2
2024-03-30,carrot,Nagercoil,229.4
2024-03-30,carrot,Tuticorin,270.8
2024-03-30,carrot,Tenkasi,270.1
2024-03-30,cabbage,Tirunelveli,243.5
2024-03-30,cabbage,Madurai,253.5
2024-03-30,cabbage,Nagercoil,230.8
2024-03-30,cabbage,Tuticorin,284.2
2024-03-30,cabbage,Tenkasi,247.7
2024-03-30,potato,Tirunelveli,439.7
2024-03-30,potato,Madurai,380.4
2024-03-30,potato,Nagercoil,397.3
2024-03-30,potato,Tuticorin,427.7
2024-03-30,potato,Tenkasi,409.5
2024-03-30,beans,Tirunelveli,185.5
2024-03-30,beans,Madurai,170.2
2024-03-30,beans,Nagercoil,221.7
2024-03-30,beans,Tuticorin,220.0
2024-03-30,beans,Tenkasi,211.9
2024-03-30,okra,Tirunelveli,293.7
2024-03-30,okra,Madurai,281.3
2024-03-30,okra,Nagercoil,302.5
2024-03-30,okra,Tuticorin,277.3
2024-03-30,okra,Tenkasi,288.6
2024-03-31,tomato,Tirunelveli,577.2
2024-03-31,tomato,Madurai,515.0
2024-03-31,tomato,Nagercoil,565.6
2024-03-31,tomato,Tuticorin,581.9
2024-03-31,tomato,Tenkasi,568.3
2024-03-31,brinjal,Tirunelveli,353.0
2024-03-31,brinjal,Madurai,335.7
2024-03-31,brinjal,Nagercoil,332.1
2024-03-31,brinjal,Tuticorin,300.0
2024-03-31,brinjal,Tenkasi,345.7
2024-03-31,onion,Tirunelveli,475.0
2024-03-31,onion,Madurai,469.0
2024-03-31,onion,Nagercoil,482.6
2024-03-31,onion,Tuticorin,484.2
2024-03-31,onion,Tenkasi,470.3
2024-03-31,carrot,Tirunelveli,308.3
2024-03-31,carrot,Madurai,290.6
2024-03-31,carrot,Nagercoil,293.9
2024-03-31,carrot,Tuticorin,273.9
2024-03-31,carrot,Tenkasi,286.2
2024-03-31,cabbage,Tirunelveli,230.5
2024-03-31,cabbage,Madurai,261.7
2024-03-31,cabbage,Nagercoil,244.3
2024-03-31,cabbage,Tuticorin,228.0
2024-03-31,cabbage,Tenkasi,247.9
2024-03-31,potato,Tirunelveli,408.2
2024-03-31,potato,Madurai,460.5
2024-03-31,potato,Nagercoil,422.7
2024-03-31,potato,Tuticorin,445.6
2024-03-31,potato,Tenkasi,436.6
2024-03-31,beans,Tirunelveli,207.8
2024-03-31,beans,Madurai,198.1
2024-03-31,beans,Nagercoil,172.2
2024-03-31,beans,Tuticorin,189.6
2024-03-31,beans,Tenkasi,220.3
2024-03-31,okra,Tirunelveli,297.6
2024-03-31,okra,Madurai,311.1
2024-03-31,okra,Nagercoil,263.0
2024-03-31,okra,Tuticorin,312.7
2024-03-31,okra,Tenkasi,325.5
2024-04-01,tomato,Tirunelveli,433.8
2024-04-01,tomato,Madurai,476.7
2024-04-01,tomato,Nagercoil,496.2
2024-04-01,tomato,Tuticorin,502.9
2024-04-01,tomato,Tenkasi,459.2
2024-04-01,brinjal,Tirunelveli,308.9
2024-04-01,brinjal,Madurai,321.9
2024-04-01,brinjal,Nagercoil,301.3
2024-04-01,brinjal,Tuticorin,319.0
2024-04-01,brinjal,Tenkasi,292.6
2024-04-01,onion,Tirunelveli,418.5
2024-04-01,onion,Madurai,398.2
2024-04-01,onion,Nagercoil,407.3
2024-04-01,onion,Tuticorin,419.3
2024-04-01,onion,Tenkasi,396.7
2024-04-01,carrot,Tirunelveli,230.2
2024-04-01,carrot,Madurai,249.9
2024-04-01,carrot,Nagercoil,275.7
2024-04-01,carrot,Tuticorin,193.7
2024-04-01,carrot,Tenkasi,274.2
2024-04-01,cabbage,Tirunelveli,206.0
2024-04-01,cabbage,Madurai,230.5
2024-04-01,cabbage,Nagercoil,234.4
2024-04-01,cabbage,Tuticorin,242.5
2024-04-01,cabbage,Tenkasi,196.6
2024-04-01,potato,Tirunelveli,347.5
2024-04-01,potato,Madurai,350.9
2024-04-01,potato,Nagercoil,344.8
2024-04-01,potato,Tuticorin,378.3
2024-04-01,potato,Tenkasi,350.4
2024-04-01,beans,Tirunelveli,143.6
2024-04-01,beans,Madurai,163.3
2024-04-01,beans,Nagercoil,144.4
2024-04-01,beans,Tuticorin,171.4
2024-04-01,beans,Tenkasi,189.4
2024-04-01,okra,Tirunelveli,245.0
2024-04-01,okra,Madurai,250.0
2024-04-01,okra,Nagercoil,252.6
2024-04-01,okra,Tuticorin,260.9
2024-04-01,okra,Tenkasi,268.4
2024-04-02,tomato,Tirunelveli,485.4
2024-04-02,tomato,Madurai,514.4
2024-04-02,tomato,Nagercoil,471.8
2024-04-02,tomato,Tuticorin,484.0
2024-04-02,tomato,Tenkasi,437.5
2024-04-02,brinjal,Tirunelveli,285.7
2024-04-02,brinjal,Madurai,287.9
2024-04-02,brinjal,Nagercoil,273.0
2024-04-02,brinjal,Tuticorin,282.6
2024-04-02,brinjal,Tenkasi,291.2
2024-04-02,onion,Tirunelveli,400.5
2024-04-02,onion,Madurai,462.7
2024-04-02,onion,Nagercoil,420.9
2024-04-02,onion,Tuticorin,450.6
2024-04-02,onion,Tenkasi,440.5
2024-04-02,carrot,Tirunelveli,221.9
2024-04-02,carrot,Madurai,235.4
2024-04-02,carrot,Nagercoil,225.9
2024-04-02,carrot,Tuticorin,231.4
2024-04-02,carrot,Tenkasi,215.1
2024-04-02,cabbage,Tirunelveli,202.3
2024-04-02,cabbage,Madurai,218.4
2024-04-02,cabbage,Nagercoil,217.8
2024-04-02,cabbage,Tuticorin,216.2
2024-04-02,cabbage,Tenkasi,210.0
2024-04-02,potato,Tirunelveli,369.2
2024-04-02,potato,Madurai,346.8
2024-04-02,potato,Nagercoil,379.8
2024-04-02,potato,Tuticorin,315.0
2024-04-02,potato,Tenkasi,365.1
2024-04-02,beans,Tirunelveli,185.7
2024-04-02,beans,Madurai,162.5
2024-04-02,beans,Nagercoil,168.9
2024-04-02,beans,Tuticorin,185.3
2024-04-02,beans,Tenkasi,194.3
2024-04-02,okra,Tirunelveli,223.1
2024-04-02,okra,Madurai,270.7
2024-04-02,okra,Nagercoil,249.0
2024-04-02,okra,Tuticorin,280.6
2024-04-02,okra,Tenkasi,221.3
2024-04-03,tomato,Tirunelveli,518.2
2024-04-03,tomato,Madurai,451.6
2024-04-03,tomato,Nagercoil,497.9
2024-04-03,tomato,Tuticorin,467.9
2024-04-03,tomato,Tenkasi,452.9
2024-04-03,brinjal,Tirunelveli,298.6
2024-04-03,brinjal,Madurai,313.9
2024-04-03,brinjal,Nagercoil,262.2
2024-04-03,brinjal,Tuticorin,307.3
2024-04-03,brinjal,Tenkasi,293.1
2024-04-03,onion,Tirunelveli,422.2
2024-04-03,onion,Madurai,410.8
2024-04-03,onion,Nagercoil,399.2
2024-04-03,onion,Tuticorin,388.4
2024-04-03,onion,Tenkasi,424.1
2024-04-03,carrot,Tirunelveli,248.0
2024-04-03,carrot,Madurai,247.9
2024-04-03,carrot,Nagercoil,243.2
2024-04-03,carrot,Tuticorin,253.5
2024-04-03,carrot,Tenkasi,262.8
2024-04-03,cabbage,Tirunelveli,173.6
2024-04-03,cabbage,Madurai,164.3
2024-04-03,cabbage,Nagercoil,245.5
2024-04-03,cabbage,Tuticorin,184.4
2024-04-03,cabbage,Tenkasi,189.5
2024-04-03,potato,Tirunelveli,346.2
2024-04-03,potato,Madurai,318.9
2024-04-03,potato,Nagercoil,344.3
2024-04-03,potato,Tuticorin,333.0
2024-04-03,potato,Tenkasi,347.3
2024-04-03,beans,Tirunelveli,181.6
2024-04-03,beans,Madurai,169.1
2024-04-03,beans,Nagercoil,168.1
2024-04-03,beans,Tuticorin,181.1
2024-04-03,beans,Tenkasi,196.9
2024-04-03,okra,Tirunelveli,290.2
2024-04-03,okra,Madurai,253.7
2024-04-03,okra,Nagercoil,294.6
2024-04-03,okra,Tuticorin,275.6
2024-04-03,okra,Tenkasi,233.5
2024-04-04,tomato,Tirunelveli,444.1
2024-04-04,tomato,Madurai,457.7
2024-04-04,tomato,Nagercoil,498.2
2024-04-04,tomato,Tuticorin,459.3
2024-04-04,tomato,Tenkasi,431.4
2024-04-04,brinjal,Tirunelveli,288.7
2024-04-04,brinjal,Madurai,253.7
2024-04-04,brinjal,Nagercoil,272.2
2024-04-04,brinjal,Tuticorin,281.6
2024-04-04,brinjal,Tenkasi,296.3
2024-04-04,onion,Tirunelveli,431.1
2024-04-04,onion,Madurai,424.5
2024-04-04,onion,Nagercoil,387.0
2024-04-04,onion,Tuticorin,403.2
2024-04-04,onion,Tenkasi,412.1
2024-04-04,carrot,Tirunelveli,229.4
2024-04-04,carrot,Madurai,229.3
2024-04-04,carrot,Nagercoil,200.2
2024-04-04,carrot,Tuticorin,211.6
2024-04-04,carrot,Tenkasi,226.6
2024-04-04,cabbage,Tirunelveli,149.3
2024-04-04,cabbage,Madurai,224.0
2024-04-04,cabbage,Nagercoil,183.7
2024-04-04,cabbage,Tuticorin,224.9
2024-04-04,cabbage,Tenkasi,223.2
2024-04-04,potato,Tirunelveli,341.1
2024-04-04,potato,Madurai,372.0
2024-04-04,potato,Nagercoil,366.8
2024-04-04,potato,Tuticorin,345.8
2024-04-04,potato,Tenkasi,343.5
2024-04-04,beans,Tirunelveli,197.9
2024-04-04,beans,Madurai,180.6
2024-04-04,beans,Nagercoil,196.9
2024-04-04,beans,Tuticorin,128.2
2024-04-04,beans,Tenkasi,178.0
2024-04-04,okra,Tirunelveli,226.6
2024-04-04,okra,Madurai,257.6
2024-04-04,okra,Nagercoil,272.4
2024-04-04,okra,Tuticorin,292.9
2024-04-04,okra,Tenkasi,239.3
2024-04-05,tomato,Tirunelveli,458.8
2024-04-05,tomato,Madurai,467.4
2024-04-05,tomato,Nagercoil,449.8
2024-04-05,tomato,Tuticorin,488.9
2024-04-05,tomato,Tenkasi,467.9
2024-04-05,brinjal,Tirunelveli,295.7
2024-04-05,brinjal,Madurai,305.7
2024-04-05,brinjal,Nagercoil,291.9
2024-04-05,brinjal,Tuticorin,277.0
2024-04-05,brinjal,Tenkasi,292.0
2024-04-05,onion,Tirunelveli,393.5
2024-04-05,onion,Madurai,412.8
2024-04-05,onion,Nagercoil,430.6
2024-04-05,onion,Tuticorin,387.1
2024-04-05,onion,Tenkasi,380.0
2024-04-05,carrot,Tirunelveli,235.6
2024-04-05,carrot,Madurai,219.3
2024-04-05,carrot,Nagercoil,235.3
2024-04-05,carrot,Tuticorin,241.0
2024-04-05,carrot,Tenkasi,191.8
2024-04-05,cabbage,Tirunelveli,225.0
2024-04-05,cabbage,Madurai,187.8
2024-04-05,cabbage,Nagercoil,210.7
2024-04-05,cabbage,Tuticorin,198.0
2024-04-05,cabbage,Tenkasi,200.1
2024-04-05,potato,Tirunelveli,385.8
2024-04-05,potato,Madurai,358.3
2024-04-05,potato,Nagercoil,370.1
2024-04-05,potato,Tuticorin,355.0
2024-04-05,potato,Tenkasi,364.4
2024-04-05,beans,Tirunelveli,184.3
2024-04-05,beans,Madurai,181.1
2024-04-05,beans,Nagercoil,198.1
2024-04-05,beans,Tuticorin,179.1
2024-04-05,beans,Tenkasi,221.7
2024-04-05,okra,Tirunelveli,277.3
2024-04-05,okra,Madurai,235.3
2024-04-05,okra,Nagercoil,254.6
2024-04-05,okra,Tuticorin,266.0
2024-04-05,okra,Tenkasi,259.0
2024-04-06,tomato,Tirunelveli,553.4
2024-04-06,tomato,Madurai,555.6
2024-04-06,tomato,Nagercoil,512.5
2024-04-06,tomato,Tuticorin,565.3
2024-04-06,tomato,Tenkasi,529.7
2024-04-06,brinjal,Tirunelveli,325.4
2024-04-06,brinjal,Madurai,325.3
2024-04-06,brinjal,Nagercoil,353.5
2024-04-06,brinjal,Tuticorin,332.0
2024-04-06,brinjal,Tenkasi,324.0
2024-04-06,onion,Tirunelveli,463.7
2024-04-06,onion,Madurai,436.3
2024-04-06,onion,Nagercoil,455.4
2024-04-06,onion,Tuticorin,447.4
2024-04-06,onion,Tenkasi,466.8
2024-04-06,carrot,Tirunelveli,283.1
2024-04-06,carrot,Madurai,280.9
2024-04-06,carrot,Nagercoil,295.0
2024-04-06,carrot,Tuticorin,290.5
2024-04-06,carrot,Tenkasi,259.3
2024-04-06,cabbage,Tirunelveli,243.2
2024-04-06,cabbage,Madurai,242.2
2024-04-06,cabbage,Nagercoil,199.8
2024-04-06,cabbage,Tuticorin,218.5
2024-04-06,cabbage,Tenkasi,239.5
2024-04-06,potato,Tirunelveli,401.3
2024-04-06,potato,Madurai,415.0
2024-04-06,potato,Nagercoil,414.0
2024-04-06,potato,Tuticorin,369.3
2024-04-06,potato,Tenkasi,415.1
2024-04-06,beans,Tirunelveli,205.9
2024-04-06,beans,Madurai,214.8
2024-04-06,beans,Nagercoil,223.7
2024-04-06,beans,Tuticorin,199.5
2024-04-06,beans,Tenkasi,227.3
2024-04-06,okra,Tirunelveli,279.0
2024-04-06,okra,Madurai,277.9
2024-04-06,okra,Nagercoil,305.4
2024-04-06,okra,Tuticorin,289.4
2024-04-06,okra,Tenkasi,302.1
2024-04-07,tomato,Tirunelveli,579.5
2024-04-07,tomato,Madurai,547.5
2024-04-07,tomato,Nagercoil,543.9
2024-04-07,tomato,Tuticorin,522.3
2024-04-07,tomato,Tenkasi,505.7
2024-04-07,brinjal,Tirunelveli,335.8
2024-04-07,brinjal,Madurai,358.6
2024-04-07,brinjal,Nagercoil,330.8
2024-04-07,brinjal,Tuticorin,345.3
2024-04-07,brinjal,Tenkasi,365.8
2024-04-07,onion,Tirunelveli,500.2
2024-04-07,onion,Madurai,480.8
2024-04-07,onion,Nagercoil,475.6
2024-04-07,onion,Tuticorin,441.8
2024-04-07,onion,Tenkasi,459.6
2024-04-07,carrot,Tirunelveli,264.2
2024-04-07,carrot,Madurai,252.8
2024-04-07,carrot,Nagercoil,274.8
2024-04-07,carrot,Tuticorin,308.1
2024-04-07,carrot,Tenkasi,300.2
2024-04-07,cabbage,Tirunelveli,247.7
2024-04-07,cabbage,Madurai,258.4
2024-04-07,cabbage,Nagercoil,228.3
2024-04-07,cabbage,Tuticorin,272.1
2024-04-07,cabbage,Tenkasi,211.6
2024-04-07,potato,Tirunelveli,423.0
2024-04-07,potato,Madurai,414.7
2024-04-07,potato,Nagercoil,389.6
2024-04-07,potato,Tuticorin,400.6
2024-04-07,potato,Tenkasi,382.1
2024-04-07,beans,Tirunelveli,180.5
2024-04-07,beans,Madurai,170.6
2024-04-07,beans,Nagercoil,217.7
2024-04-07,beans,Tuticorin,226.5
2024-04-07,beans,Tenkasi,159.1
2024-04-07,okra,Tirunelveli,333.6
2024-04-07,okra,Madurai,296.6
2024-04-07,okra,Nagercoil,302.6
2024-04-07,okra,Tuticorin,267.4
2024-04-07,okra,Tenkasi,323.2
2024-04-08,tomato,Tirunelveli,473.3
2024-04-08,tomato,Madurai,492.1
2024-04-08,tomato,Nagercoil,493.7
2024-04-08,tomato,Tuticorin,496.0
2024-04-08,tomato,Tenkasi,456.3
2024-04-08,brinjal,Tirunelveli,289.1
2024-04-08,brinjal,Madurai,281.1
2024-04-08,brinjal,Nagercoil,311.2
2024-04-08,brinjal,Tuticorin,300.0
2024-04-08,brinjal,Tenkasi,314.7
2024-04-08,onion,Tirunelveli,432.9
2024-04-08,onion,Madurai,376.1
2024-04-08,onion,Nagercoil,437.6
2024-04-08,onion,Tuticorin,429.6
2024-04-08,onion,Tenkasi,403.2
2024-04-08,carrot,Tirunelveli,241.6
2024-04-08,carrot,Madurai,232.2
2024-04-08,carrot,Nagercoil,247.0
2024-04-08,carrot,Tuticorin,227.2
2024-04-08,carrot,Tenkasi,244.2
2024-04-08,cabbage,Tirunelveli,212.5
2024-04-08,cabbage,Madurai,202.5
2024-04-08,cabbage,Nagercoil,215.0
2024-04-08,cabbage,Tuticorin,265.3
2024-04-08,cabbage,Tenkasi,197.5
2024-04-08,potato,Tirunelveli,347.0
2024-04-08,potato,Madurai,338.6
