date,crop_name,region,month,demand_index,price_per_kg
2024-03-09,carrot,Tirunelveli,3,0.98,32.23
2024-03-09,carrot,Madurai,3,0.99,32.34
2024-03-09,carrot,Nagercoil,3,1.15,36.48
2024-03-09,carrot,Tuticorin,3,0.9,27.61
2024-03-09,carrot,Tenkasi,3,1.11,35.46
2024-03-09,cabbage,Tirunelveli,3,0.86,19.81
2024-03-09,cabbage,Madurai,3,1.26,23.2
2024-03-09,cabbage,Nagercoil,3,1.08,21.66
2024-03-09,cabbage,Tuticorin,3,1.22,23.59
2024-03-09,cabbage,Tenkasi,3,1.12,24.56
2024-03-09,potato,Tirunelveli,3,1.25,34.97
2024-03-09,potato,Madurai,3,1.26,34.92
2024-03-09,potato,Nagercoil,3,1.17,30.95
2024-03-09,potato,Tuticorin,3,1.18,30.82
2024-03-09,potato,Tenkasi,3,1.2,33.63
2024-03-09,beans,Tirunelveli,3,1.16,46.58
2024-03-09,beans,Madurai,3,0.89,34.41
2024-03-09,beans,Nagercoil,3,0.97,38.92
2024-03-09,beans,Tuticorin,3,1.07,42.9
2024-03-09,beans,Tenkasi,3,1.11,46.12
2024-03-09,okra,Tirunelveli,3,0.91,27.85
2024-03-09,okra,Madurai,3,0.86,25.45
2024-03-09,okra,Nagercoil,3,1.29,38.78
2024-03-09,okra,Tuticorin,3,1.22,37.1
2024-03-09,okra,Tenkasi,3,0.85,25.38
2024-03-10,tomato,Tirunelveli,3,0.95,25.27
2024-03-10,tomato,Madurai,3,1.26,38.27
2024-03-10,tomato,Nagercoil,3,0.83,27.25
2024-03-10,tomato,Tuticorin,3,1.13,34.18
2024-03-10,tomato,Tenkasi,3,0.93,28.21
2024-03-10,brinjal,Tirunelveli,3,0.9,22.1
2024-03-10,brinjal,Madurai,3,1.21,32.99
2024-03-10,brinjal,Nagercoil,3,1.16,29.82
2024-03-10,brinjal,Tuticorin,3,0.9,24.45
2024-03-10,brinjal,Tenkasi,3,1.02,26.0
2024-03-10,onion,Tirunelveli,3,1.28,42.57
2024-03-10,onion,Madurai,3,0.99,34.09
2024-03-10,onion,Nagercoil,3,1.28,45.22
2024-03-10,onion,Tuticorin,3,1.24,42.21
2024-03-10,onion,Tenkasi,3,0.98,33.97
2024-03-10,carrot,Tirunelveli,3,0.96,30.16
2024-03-10,carrot,Madurai,3,1.19,37.27
2024-03-10,carrot,Nagercoil,3,1.19,34.04
2024-03-10,carrot,Tuticorin,3,0.99,28.81
2024-03-10,carrot,Tenkasi,3,0.98,30.25
2024-03-10,cabbage,Tirunelveli,3,1.06,21.24
2024-03-10,cabbage,Madurai,3,1.06,23.7
2024-03-10,cabbage,Nagercoil,3,1.14,22.11
2024-03-10,cabbage,Tuticorin,3,1.27,24.78
2024-03-10,cabbage,Tenkasi,3,1.16,26.84
2024-03-10,potato,Tirunelveli,3,0.81,23.94
2024-03-10,potato,Madurai,3,1.11,35.13
2024-03-10,potato,Nagercoil,3,0.98,27.98
2024-03-10,potato,Tuticorin,3,0.84,21.89
2024-03-10,potato,Tenkasi,3,0.83,19.2
2024-03-10,beans,Tirunelveli,3,0.82,33.42
2024-03-10,beans,Madurai,3,1.05,45.11
2024-03-10,beans,Nagercoil,3,0.92,36.03
2024-03-10,beans,Tuticorin,3,0.89,36.8
2024-03-10,beans,Tenkasi,3,1.03,40.0
2024-03-10,okra,Tirunelveli,3,1.12,32.32
2024-03-10,okra,Madurai,3,1.13,33.19
2024-03-10,okra,Nagercoil,3,0.84,26.85
2024-03-10,okra,Tuticorin,3,0.94,28.1
2024-03-10,okra,Tenkasi,3,1.15,34.96
2024-03-11,tomato,Tirunelveli,3,0.8,22.27
2024-03-11,tomato,Madurai,3,1.08,31.22
2024-03-11,tomato,Nagercoil,3,1.26,36.3
2024-03-11,tomato,Tuticorin,3,1.03,30.33
2024-03-11,tomato,Tenkasi,3,1.27,35.87
2024-03-11,brinjal,Tirunelveli,3,1.03,26.42
2024-03-11,brinjal,Madurai,3,0.92,19.57
2024-03-11,brinjal,Nagercoil,3,1.09,25.09
2024-03-11,brinjal,Tuticorin,3,0.98,24.77
2024-03-11,brinjal,Tenkasi,3,1.22,28.85
2024-03-11,onion,Tirunelveli,3,1.13,39.82
2024-03-11,onion,Madurai,3,1.26,43.05
2024-03-11,onion,Nagercoil,3,0.9,31.56
2024-03-11,onion,Tuticorin,3,1.07,38.1
2024-03-11,onion,Tenkasi,3,0.81,27.69
2024-03-11,carrot,Tirunelveli,3,1.11,33.46
2024-03-11,carrot,Madurai,3,1.08,33.42
2024-03-11,carrot,Nagercoil,3,1.08,36.3
2024-03-11,carrot,Tuticorin,3,0.84,29.44
2024-03-11,carrot,Tenkasi,3,1.15,36.14
2024-03-11,cabbage,Tirunelveli,3,1.3,26.79
2024-03-11,cabbage,Madurai,3,0.96,17.27
2024-03-11,cabbage,Nagercoil,3,1.02,21.76
2024-03-11,cabbage,Tuticorin,3,1.24,26.94
2024-03-11,cabbage,Tenkasi,3,0.9,18.18
2024-03-11,potato,Tirunelveli,3,0.96,27.53
2024-03-11,potato,Madurai,3,1.06,30.56
2024-03-11,potato,Nagercoil,3,1.0,26.96
2024-03-11,potato,Tuticorin,3,0.9,21.98
2024-03-11,potato,Tenkasi,3,1.26,32.84
2024-03-11,beans,Tirunelveli,3,1.18,47.99
2024-03-11,beans,Madurai,3,1.03,41.57
2024-03-11,beans,Nagercoil,3,0.83,32.72
2024-03-11,beans,Tuticorin,3,0.88,32.92
2024-03-11,beans,Tenkasi,3,1.27,50.11
2024-03-11,okra,Tirunelveli,3,1.1,34.09
2024-03-11,okra,Madurai,3,1.16,37.02
2024-03-11,okra,Nagercoil,3,1.08,32.45
2024-03-11,okra,Tuticorin,3,1.08,29.58
2024-03-11,okra,Tenkasi,3,0.81,24.57
2024-03-12,tomato,Tirunelveli,3,1.16,33.52
2024-03-12,tomato,Madurai,3,1.07,30.11
2024-03-12,tomato,Nagercoil,3,1.28,35.82
2024-03-12,tomato,Tuticorin,3,1.08,30.89
2024-03-12,tomato,Tenkasi,3,1.22,36.03
2024-03-12,brinjal,Tirunelveli,3,0.9,22.24
2024-03-12,brinjal,Madurai,3,1.11,27.28
2024-03-12,brinjal,Nagercoil,3,0.97,24.48
2024-03-12,brinjal,Tuticorin,3,0.93,24.06
2024-03-12,brinjal,Tenkasi,3,0.93,23.83
2024-03-12,onion,Tirunelveli,3,1.21,41.68
2024-03-12,onion,Madurai,3,0.84,27.81
2024-03-12,onion,Nagercoil,3,1.27,44.77
2024-03-12,onion,Tuticorin,3,1.21,43.6
2024-03-12,onion,Tenkasi,3,1.12,38.82
2024-03-12,carrot,Tirunelveli,3,0.86,28.85
2024-03-12,carrot,Madurai,3,1.06,34.63
2024-03-12,carrot,Nagercoil,3,1.04,32.04
2024-03-12,carrot,Tuticorin,3,1.11,36.75
2024-03-12,carrot,Tenkasi,3,0.99,31.92
2024-03-12,cabbage,Tirunelveli,3,1.01,22.08
2024-03-12,cabbage,Madurai,3,0.95,21.98
2024-03-12,cabbage,Nagercoil,3,1.01,20.32
2024-03-12,cabbage,Tuticorin,3,0.81,15.42
2024-03-12,cabbage,Tenkasi,3,0.91,17.88
2024-03-12,potato,Tirunelveli,3,0.84,24.1
2024-03-12,potato,Madurai,3,1.04,29.51
2024-03-12,potato,Nagercoil,3,1.26,35.71
2024-03-12,potato,Tuticorin,3,1.23,33.37
2024-03-12,potato,Tenkasi,3,1.19,33.09
2024-03-12,beans,Tirunelveli,3,1.22,49.28
2024-03-12,beans,Madurai,3,0.92,39.04
2024-03-12,beans,Nagercoil,3,1.22,48.55
2024-03-12,beans,Tuticorin,3,0.91,35.63
2024-03-12,beans,Tenkasi,3,1.2,47.51
2024-03-12,okra,Tirunelveli,3,1.22,38.09
2024-03-12,okra,Madurai,3,1.08,33.41
2024-03-12,okra,Nagercoil,3,1.24,35.43
2024-03-12,okra,Tuticorin,3,1.03,28.96
2024-03-12,okra,Tenkasi,3,1.2,36.58
2024-03-13,tomato,Tirunelveli,3,1.28,36.85
2024-03-13,tomato,Madurai,3,0.84,21.61
2024-03-13,tomato,Nagercoil,3,1.08,29.29
2024-03-13,tomato,Tuticorin,3,1.02,29.37
2024-03-13,tomato,Tenkasi,3,0.97,31.63
2024-03-13,brinjal,Tirunelveli,3,0.8,21.32
2024-03-13,brinjal,Madurai,3,1.18,28.54
2024-03-13,brinjal,Nagercoil,3,0.83,23.02
2024-03-13,brinjal,Tuticorin,3,1.18,28.3
2024-03-13,brinjal,Tenkasi,3,1.09,26.71
2024-03-13,onion,Tirunelveli,3,0.88,32.32
2024-03-13,onion,Madurai,3,1.08,35.76
2024-03-13,onion,Nagercoil,3,0.99,36.6
2024-03-13,onion,Tuticorin,3,0.8,24.71
2024-03-13,onion,Tenkasi,3,0.84,29.64
2024-03-13,carrot,Tirunelveli,3,0.94,30.46
2024-03-13,carrot,Madurai,3,0.99,33.21
2024-03-13,carrot,Nagercoil,3,1.27,41.19
2024-03-13,carrot,Tuticorin,3,1.17,38.05
2024-03-13,carrot,Tenkasi,3,1.01,31.43
2024-03-13,cabbage,Tirunelveli,3,1.04,21.09
2024-03-13,cabbage,Madurai,3,0.95,21.84
2024-03-13,cabbage,Nagercoil,3,0.99,21.19
2024-03-13,cabbage,Tuticorin,3,0.94,20.31
2024-03-13,cabbage,Tenkasi,3,0.86,18.17
2024-03-13,potato,Tirunelveli,3,1.09,29.87
2024-03-13,potato,Madurai,3,1.07,26.88
2024-03-13,potato,Nagercoil,3,1.2,35.06
2024-03-13,potato,Tuticorin,3,1.06,30.39
2024-03-13,potato,Tenkasi,3,0.95,26.43
2024-03-13,beans,Tirunelveli,3,1.23,48.54
2024-03-13,beans,Madurai,3,0.82,34.15
2024-03-13,beans,Nagercoil,3,0.85,32.98
2024-03-13,beans,Tuticorin,3,0.99,40.64
2024-03-13,beans,Tenkasi,3,1.05,41.44
2024-03-13,okra,Tirunelveli,3,1.0,30.5
2024-03-13,okra,Madurai,3,1.04,33.15
2024-03-13,okra,Nagercoil,3,0.89,26.74
2024-03-13,okra,Tuticorin,3,1.2,36.79
2024-03-13,okra,Tenkasi,3,1.15,37.13
2024-03-14,tomato,Tirunelveli,3,1.01,29.52
2024-03-14,tomato,Madurai,3,1.06,29.24
2024-03-14,tomato,Nagercoil,3,1.12,33.21
2024-03-14,tomato,Tuticorin,3,1.09,31.04
2024-03-14,tomato,Tenkasi,3,0.84,26.6
2024-03-14,brinjal,Tirunelveli,3,1.2,29.82
2024-03-14,brinjal,Madurai,3,1.05,26.05
2024-03-14,brinjal,Nagercoil,3,1.01,26.2
2024-03-14,brinjal,Tuticorin,3,1.25,32.07
2024-03-14,brinjal,Tenkasi,3,1.23,32.1
2024-03-14,onion,Tirunelveli,3,0.84,28.53
2024-03-14,onion,Madurai,3,0.89,31.9
2024-03-14,onion,Nagercoil,3,0.92,29.44
2024-03-14,onion,Tuticorin,3,0.96,32.37
2024-03-14,onion,Tenkasi,3,0.87,30.85
2024-03-14,carrot,Tirunelveli,3,1.02,30.29
2024-03-14,carrot,Madurai,3,0.97,32.03
2024-03-14,carrot,Nagercoil,3,1.18,38.38
2024-03-14,carrot,Tuticorin,3,0.97,30.12
2024-03-14,carrot,Tenkasi,3,0.87,28.55
2024-03-14,cabbage,Tirunelveli,3,0.97,19.23
2024-03-14,cabbage,Madurai,3,0.83,18.32
2024-03-14,cabbage,Nagercoil,3,0.87,18.46
2024-03-14,cabbage,Tuticorin,3,0.93,20.63
2024-03-14,cabbage,Tenkasi,3,1.08,25.48
2024-03-14,potato,Tirunelveli,3,0.92,25.86
2024-03-14,potato,Madurai,3,1.23,35.68
2024-03-14,potato,Nagercoil,3,0.81,20.66
2024-03-14,potato,Tuticorin,3,0.99,28.14
2024-03-14,potato,Tenkasi,3,0.84,19.96
2024-03-14,beans,Tirunelveli,3,1.2,49.12
2024-03-14,beans,Madurai,3,1.2,46.75
2024-03-14,beans,Nagercoil,3,1.08,44.74
2024-03-14,beans,Tuticorin,3,0.98,41.19
2024-03-14,beans,Tenkasi,3,1.2,49.38
2024-03-14,okra,Tirunelveli,3,1.17,32.48
2024-03-14,okra,Madurai,3,0.99,29.01
2024-03-14,okra,Nagercoil,3,1.21,33.35
2024-03-14,okra,Tuticorin,3,1.26,40.84
2024-03-14,okra,Tenkasi,3,1.25,38.27
2024-03-15,tomato,Tirunelveli,3,0.85,25.56
2024-03-15,tomato,Madurai,3,1.21,33.37
2024-03-15,tomato,Nagercoil,3,1.23,34.09
2024-03-15,tomato,Tuticorin,3,1.02,29.04
2024-03-15,tomato,Tenkasi,3,0.92,27.78
2024-03-15,brinjal,Tirunelveli,3,0.84,20.08
2024-03-15,brinjal,Madurai,3,1.21,33.57
2024-03-15,brinjal,Nagercoil,3,0.84,19.22
2024-03-15,brinjal,Tuticorin,3,0.97,24.24
2024-03-15,brinjal,Tenkasi,3,0.91,25.13
2024-03-15,onion,Tirunelveli,3,1.27,42.23
2024-03-15,onion,Madurai,3,1.08,36.64
2024-03-15,onion,Nagercoil,3,1.27,44.14
2024-03-15,onion,Tuticorin,3,1.23,41.02
2024-03-15,onion,Tenkasi,3,1.04,33.42
2024-03-15,carrot,Tirunelveli,3,1.08,33.7
2024-03-15,carrot,Madurai,3,0.95,32.5
2024-03-15,carrot,Nagercoil,3,1.09,34.7
2024-03-15,carrot,Tuticorin,3,1.3,40.34
2024-03-15,carrot,Tenkasi,3,0.88,26.87
2024-03-15,cabbage,Tirunelveli,3,0.88,19.63
2024-03-15,cabbage,Madurai,3,1.25,24.93
2024-03-15,cabbage,Nagercoil,3,1.29,27.3
2024-03-15,cabbage,Tuticorin,3,0.96,19.5
2024-03-15,cabbage,Tenkasi,3,0.86,18.23
2024-03-15,potato,Tirunelveli,3,0.88,25.73
2024-03-15,potato,Madurai,3,1.01,29.51
2024-03-15,potato,Nagercoil,3,1.03,26.99
2024-03-15,potato,Tuticorin,3,1.29,35.49
2024-03-15,potato,Tenkasi,3,1.04,28.0
2024-03-15,beans,Tirunelveli,3,1.05,44.03
2024-03-15,beans,Madurai,3,1.24,48.44
2024-03-15,beans,Nagercoil,3,1.27,51.7
2024-03-15,beans,Tuticorin,3,1.08,43.81
2024-03-15,beans,Tenkasi,3,1.21,47.58
2024-03-15,okra,Tirunelveli,3,0.96,26.25
2024-03-15,okra,Madurai,3,1.03,29.96
2024-03-15,okra,Nagercoil,3,1.06,31.36
2024-03-15,okra,Tuticorin,3,0.83,24.42
2024-03-15,okra,Tenkasi,3,1.03,30.37
2024-03-16,tomato,Tirunelveli,3,1.02,30.19
2024-03-16,tomato,Madurai,3,1.01,30.33
2024-03-16,tomato,Nagercoil,3,0.97,29.4
2024-03-16,tomato,Tuticorin,3,0.83,22.67
2024-03-16,tomato,Tenkasi,3,0.81,23.02
2024-03-16,brinjal,Tirunelveli,3,0.87,24.06
2024-03-16,brinjal,Madurai,3,0.92,22.98
2024-03-16,brinjal,Nagercoil,3,1.06,29.6
2024-03-16,brinjal,Tuticorin,3,1.29,31.79
2024-03-16,brinjal,Tenkasi,3,0.91,23.75
2024-03-16,onion,Tirunelveli,3,1.14,40.29
2024-03-16,onion,Madurai,3,0.84,28.91
2024-03-16,onion,Nagercoil,3,1.06,35.82
2024-03-16,onion,Tuticorin,3,1.11,36.73
2024-03-16,onion,Tenkasi,3,0.88,29.82
2024-03-16,carrot,Tirunelveli,3,1.02,31.04
2024-03-16,carrot,Madurai,3,1.1,37.04
2024-03-16,carrot,Nagercoil,3,0.94,27.98
2024-03-16,carrot,Tuticorin,3,1.25,39.46
2024-03-16,carrot,Tenkasi,3,1.25,40.69
2024-03-16,cabbage,Tirunelveli,3,1.28,26.57
2024-03-16,cabbage,Madurai,3,0.95,18.48
2024-03-16,cabbage,Nagercoil,3,1.0,21.08
2024-03-16,cabbage,Tuticorin,3,1.28,24.59
2024-03-16,cabbage,Tenkasi,3,1.05,22.08
2024-03-16,potato,Tirunelveli,3,0.97,25.69
2024-03-16,potato,Madurai,3,1.23,31.89
2024-03-16,potato,Nagercoil,3,0.9,24.29
2024-03-16,potato,Tuticorin,3,1.18,34.01
2024-03-16,potato,Tenkasi,3,0.9,23.77
2024-03-16,beans,Tirunelveli,3,0.96,39.7
2024-03-16,beans,Madurai,3,1.27,50.87
2024-03-16,beans,Nagercoil,3,0.9,34.89
2024-03-16,beans,Tuticorin,3,1.05,41.87
2024-03-16,beans,Tenkasi,3,1.03,41.21
2024-03-16,okra,Tirunelveli,3,1.25,33.71
2024-03-16,okra,Madurai,3,1.2,33.8
2024-03-16,okra,Nagercoil,3,0.9,26.27
2024-03-16,okra,Tuticorin,3,0.82,22.51
2024-03-16,okra,Tenkasi,3,0.83,25.89
2024-03-17,tomato,Tirunelveli,3,0.92,26.95
2024-03-17,tomato,Madurai,3,1.04,30.48
2024-03-17,tomato,Nagercoil,3,1.01,27.93
2024-03-17,tomato,Tuticorin,3,0.89,24.05
2024-03-17,tomato,Tenkasi,3,0.99,28.78
2024-03-17,brinjal,Tirunelveli,3,1.01,26.6
2024-03-17,brinjal,Madurai,3,1.27,35.06
2024-03-17,brinjal,Nagercoil,3,0.82,22.45
2024-03-17,brinjal,Tuticorin,3,1.0,27.35
2024-03-17,brinjal,Tenkasi,3,1.12,29.82
2024-03-17,onion,Tirunelveli,3,0.96,32.9
2024-03-17,onion,Madurai,3,0.86,28.53
2024-03-17,onion,Nagercoil,3,1.27,40.98
2024-03-17,onion,Tuticorin,3,1.18,40.42
2024-03-17,onion,Tenkasi,3,1.05,37.63
2024-03-17,carrot,Tirunelveli,3,1.23,38.85
2024-03-17,carrot,Madurai,3,1.14,36.72
2024-03-17,carrot,Nagercoil,3,1.18,37.17
2024-03-17,carrot,Tuticorin,3,0.87,28.58
2024-03-17,carrot,Tenkasi,3,0.81,25.64
2024-03-17,cabbage,Tirunelveli,3,1.18,20.42
2024-03-17,cabbage,Madurai,3,0.8,14.7
2024-03-17,cabbage,Nagercoil,3,1.21,25.97
2024-03-17,cabbage,Tuticorin,3,1.14,20.37
2024-03-17,cabbage,Tenkasi,3,1.15,23.89
2024-03-17,potato,Tirunelveli,3,1.0,28.49
2024-03-17,potato,Madurai,3,1.28,33.18
2024-03-17,potato,Nagercoil,3,0.86,25.28
2024-03-17,potato,Tuticorin,3,1.22,35.82
2024-03-17,potato,Tenkasi,3,1.04,26.76
2024-03-17,beans,Tirunelveli,3,0.9,35.26
2024-03-17,beans,Madurai,3,1.01,40.74
2024-03-17,beans,Nagercoil,3,1.07,45.57
2024-03-17,beans,Tuticorin,3,1.21,48.25
2024-03-17,beans,Tenkasi,3,1.19,48.82
2024-03-17,okra,Tirunelveli,3,1.22,36.5
2024-03-17,okra,Madurai,3,1.22,35.57
2024-03-17,okra,Nagercoil,3,1.04,28.32
2024-03-17,okra,Tuticorin,3,0.88,25.09
2024-03-17,okra,Tenkasi,3,0.84,23.99
2024-03-18,tomato,Tirunelveli,3,1.26,39.05
2024-03-18,tomato,Madurai,3,1.26,37.39
2024-03-18,tomato,Nagercoil,3,0.97,27.34
2024-03-18,tomato,Tuticorin,3,0.89,25.85
2024-03-18,tomato,Tenkasi,3,1.22,33.92
2024-03-18,brinjal,Tirunelveli,3,0.99,26.84
2024-03-18,brinjal,Madurai,3,1.07,25.99
2024-03-18,brinjal,Nagercoil,3,1.2,29.26
2024-03-18,brinjal,Tuticorin,3,0.94,23.81
2024-03-18,brinjal,Tenkasi,3,1.23,29.11
2024-03-18,onion,Tirunelveli,3,0.92,31.43
2024-03-18,onion,Madurai,3,1.17,39.53
2024-03-18,onion,Nagercoil,3,1.08,37.79
2024-03-18,onion,Tuticorin,3,1.05,38.06
2024-03-18,onion,Tenkasi,3,0.82,28.25
2024-03-18,carrot,Tirunelveli,3,0.88,28.39
2024-03-18,carrot,Madurai,3,1.13,37.47
2024-03-18,carrot,Nagercoil,3,1.09,32.77
2024-03-18,carrot,Tuticorin,3,1.02,32.17
2024-03-18,carrot,Tenkasi,3,1.02,34.08
2024-03-18,cabbage,Tirunelveli,3,1.07,23.81
2024-03-18,cabbage,Madurai,3,1.0,21.62
2024-03-18,cabbage,Nagercoil,3,1.12,25.42
2024-03-18,cabbage,Tuticorin,3,0.81,15.66
2024-03-18,cabbage,Tenkasi,3,0.9,20.27
2024-03-18,potato,Tirunelveli,3,1.06,29.3
2024-03-18,potato,Madurai,3,1.26,32.15
2024-03-18,potato,Nagercoil,3,0.86,19.05
2024-03-18,potato,Tuticorin,3,1.2,33.75
2024-03-18,potato,Tenkasi,3,1.26,34.27
2024-03-18,beans,Tirunelveli,3,1.27,54.21
2024-03-18,beans,Madurai,3,1.19,48.21
2024-03-18,beans,Nagercoil,3,0.87,34.19
2024-03-18,beans,Tuticorin,3,1.05,42.35
2024-03-18,beans,Tenkasi,3,0.88,34.6
2024-03-18,okra,Tirunelveli,3,1.02,28.7
2024-03-18,okra,Madurai,3,1.11,33.25
2024-03-18,okra,Nagercoil,3,0.89,25.45
2024-03-18,okra,Tuticorin,3,1.09,33.76
2024-03-18,okra,Tenkasi,3,1.17,38.01
2024-03-19,tomato,Tirunelveli,3,0.97,27.25
2024-03-19,tomato,Madurai,3,1.04,32.22
2024-03-19,tomato,Nagercoil,3,1.12,30.04
2024-03-19,tomato,Tuticorin,3,0.84,25.66
2024-03-19,tomato,Tenkasi,3,0.85,24.64
2024-03-19,brinjal,Tirunelveli,3,0.86,22.6
2024-03-19,brinjal,Madurai,3,0.98,26.49
2024-03-19,brinjal,Nagercoil,3,0.82,21.27
2024-03-19,brinjal,Tuticorin,3,0.92,21.07
2024-03-19,brinjal,Tenkasi,3,0.83,22.12
2024-03-19,onion,Tirunelveli,3,0.81,28.82
2024-03-19,onion,Madurai,3,1.01,34.29
2024-03-19,onion,Nagercoil,3,1.16,39.77
2024-03-19,onion,Tuticorin,3,0.9,32.05
2024-03-19,onion,Tenkasi,3,1.06,36.8
2024-03-19,carrot,Tirunelveli,3,1.09,34.35
2024-03-19,carrot,Madurai,3,1.25,40.51
2024-03-19,carrot,Nagercoil,3,1.24,38.35
2024-03-19,carrot,Tuticorin,3,1.01,31.2
2024-03-19,carrot,Tenkasi,3,0.94,30.19
2024-03-19,cabbage,Tirunelveli,3,0.96,19.79
2024-03-19,cabbage,Madurai,3,1.03,21.59
2024-03-19,cabbage,Nagercoil,3,1.14,23.43
2024-03-19,cabbage,Tuticorin,3,1.17,22.33
2024-03-19,cabbage,Tenkasi,3,1.23,27.76
2024-03-19,potato,Tirunelveli,3,0.86,25.49
2024-03-19,potato,Madurai,3,1.27,35.66
2024-03-19,potato,Nagercoil,3,0.93,25.03
2024-03-19,potato,Tuticorin,3,1.27,36.39
2024-03-19,potato,Tenkasi,3,0.91,26.34
2024-03-19,beans,Tirunelveli,3,1.02,43.12
2024-03-19,beans,Madurai,3,0.85,35.16
2024-03-19,beans,Nagercoil,3,1.28,51.09
2024-03-19,beans,Tuticorin,3,1.21,49.57
2024-03-19,beans,Tenkasi,3,1.06,39.74
2024-03-19,okra,Tirunelveli,3,1.09,32.01
2024-03-19,okra,Madurai,3,1.16,37.49
2024-03-19,okra,Nagercoil,3,1.15,32.54
2024-03-19,okra,Tuticorin,3,1.16,32.03
2024-03-19,okra,Tenkasi,3,0.92,27.09
2024-03-20,tomato,Tirunelveli,3,1.04,29.53
2024-03-20,tomato,Madurai,3,1.17,35.09
2024-03-20,tomato,Nagercoil,3,0.85,24.77
2024-03-20,tomato,Tuticorin,3,1.19,34.06
2024-03-20,tomato,Tenkasi,3,0.91,23.65
2024-03-20,brinjal,Tirunelveli,3,1.0,25.43
2024-03-20,brinjal,Madurai,3,1.19,29.02
2024-03-20,brinjal,Nagercoil,3,1.26,32.99
2024-03-20,brinjal,Tuticorin,3,1.1,27.79
2024-03-20,brinjal,Tenkasi,3,1.1,24.31
2024-03-20,onion,Tirunelveli,3,1.08,39.18
2024-03-20,onion,Madurai,3,0.89,25.33
2024-03-20,onion,Nagercoil,3,1.21,39.99
2024-03-20,onion,Tuticorin,3,1.18,41.0
2024-03-20,onion,Tenkasi,3,1.27,43.46
2024-03-20,carrot,Tirunelveli,3,0.87,28.7
2024-03-20,carrot,Madurai,3,1.06,33.24
2024-03-20,carrot,Nagercoil,3,1.0,31.2
2024-03-20,carrot,Tuticorin,3,0.99,31.61
2024-03-20,carrot,Tenkasi,3,0.89,30.65
2024-03-20,cabbage,Tirunelveli,3,0.93,17.55
2024-03-20,cabbage,Madurai,3,1.11,22.94
2024-03-20,cabbage,Nagercoil,3,1.08,22.84
2024-03-20,cabbage,Tuticorin,3,1.26,26.21
2024-03-20,cabbage,Tenkasi,3,1.27,25.54
2024-03-20,potato,Tirunelveli,3,0.95,25.69
2024-03-20,potato,Madurai,3,1.25,34.19
2024-03-20,potato,Nagercoil,3,1.02,28.15
2024-03-20,potato,Tuticorin,3,0.82,19.69
2024-03-20,potato,Tenkasi,3,1.04,29.44
2024-03-20,beans,Tirunelveli,3,1.11,45.1
2024-03-20,beans,Madurai,3,1.02,42.21
2024-03-20,beans,Nagercoil,3,1.21,45.99
2024-03-20,beans,Tuticorin,3,0.82,33.55
2024-03-20,beans,Tenkasi,3,1.13,45.45
2024-03-20,okra,Tirunelveli,3,1.21,36.28
2024-03-20,okra,Madurai,3,1.23,36.35
2024-03-20,okra,Nagercoil,3,1.25,38.01
2024-03-20,okra,Tuticorin,3,0.96,27.77
2024-03-20,okra,Tenkasi,3,0.82,24.69
2024-03-21,tomato,Tirunelveli,3,1.16,30.92
2024-03-21,tomato,Madurai,3,0.9,25.18
2024-03-21,tomato,Nagercoil,3,1.13,32.15
2024-03-21,tomato,Tuticorin,3,0.98,24.5
2024-03-21,tomato,Tenkasi,3,0.96,27.76
2024-03-21,brinjal,Tirunelveli,3,0.81,21.04
2024-03-21,brinjal,Madurai,3,1.02,25.11
2024-03-21,brinjal,Nagercoil,3,0.85,22.51
2024-03-21,brinjal,Tuticorin,3,1.18,31.77
2024-03-21,brinjal,Tenkasi,3,0.83,23.84
2024-03-21,onion,Tirunelveli,3,0.87,28.15
2024-03-21,onion,Madurai,3,1.05,37.08
2024-03-21,onion,Nagercoil,3,1.07,37.17
2024-03-21,onion,Tuticorin,3,1.22,42.05
2024-03-21,onion,Tenkasi,3,1.16,38.19
2024-03-21,carrot,Tirunelveli,3,1.29,41.47
2024-03-21,carrot,Madurai,3,0.88,24.91
2024-03-21,carrot,Nagercoil,3,1.12,35.74
2024-03-21,carrot,Tuticorin,3,0.86,25.35
2024-03-21,carrot,Tenkasi,3,1.24,39.28
2024-03-21,cabbage,Tirunelveli,3,0.82,18.43
2024-03-21,cabbage,Madurai,3,0.82,15.87
2024-03-21,cabbage,Nagercoil,3,1.28,23.71
2024-03-21,cabbage,Tuticorin,3,0.98,20.7
2024-03-21,cabbage,Tenkasi,3,0.83,16.15
2024-03-21,potato,Tirunelveli,3,1.27,38.14
2024-03-21,potato,Madurai,3,0.92,23.14
2024-03-21,potato,Nagercoil,3,1.15,36.03
2024-03-21,potato,Tuticorin,3,0.83,22.16
2024-03-21,potato,Tenkasi,3,1.17,31.34
2024-03-21,beans,Tirunelveli,3,0.89,33.89
2024-03-21,beans,Madurai,3,1.23,50.09
2024-03-21,beans,Nagercoil,3,1.27,47.88
2024-03-21,beans,Tuticorin,3,0.92,37.32
2024-03-21,beans,Tenkasi,3,0.82,34.48
2024-03-21,okra,Tirunelveli,3,1.07,29.99
2024-03-21,okra,Madurai,3,1.27,40.43
2024-03-21,okra,Nagercoil,3,1.04,29.95
2024-03-21,okra,Tuticorin,3,1.06,31.09
2024-03-21,okra,Tenkasi,3,1.04,28.41
2024-03-22,tomato,Tirunelveli,3,1.15,32.9
2024-03-22,tomato,Madurai,3,0.82,24.27
